Timestep	Region	Deaths	Casualties	Sheltered
73	Region07	0	0	0
73	Region08	0	0	1
73	Region09	0	0	1
73	Region10	0	0	0
73	Region11	0	0	0
73	Region12	0	0	0
73	Region13	0	0	1
73	Region14	0	0	0
73	Region15	0	0	0
73	Region16	0	0	1
74	Region01	0	0	0
74	Region02	0	0	0
74	Region03	0	0	0
74	Region04	0	0	0
74	Region05	0	0	0
74	Region06	0	0	0
74	Region07	0	0	0
74	Region08	0	0	1
74	Region09	0	0	0
74	Region10	0	0	0
74	Region11	0	0	0
74	Region12	0	0	0
74	Region13	0	0	0
74	Region14	0	0	0
74	Region15	0	0	0
74	Region16	0	0	0
75	Region01	0	0	0
75	Region02	0	0	0
75	Region03	0	0	0
75	Region04	0	0	0
75	Region05	0	0	0
75	Region06	0	0	0
75	Region07	0	0	0
75	Region08	0	0	0
75	Region09	0	0	0
75	Region10	0	0	0
75	Region11	0	0	0
75	Region12	0	0	0
75	Region13	0	0	0
75	Region14	0	0	0
75	Region15	0	0	0
75	Region16	0	0	0
76	Region01	0	0	0
76	Region02	0	0	0
76	Region03	0	0	0
76	Region04	0	0	0
76	Region05	0	0	0
76	Region06	0	0	0
76	Region07	0	0	0
76	Region08	0	0	0
76	Region09	0	0	0
76	Region10	0	0	0
76	Region11	0	0	0
76	Region12	0	0	0
76	Region13	0	0	0
76	Region14	0	0	0
76	Region15	0	0	0
76	Region16	0	0	0
77	Region01	0	1	0
77	Region02	0	0	0
77	Region03	0	0	0
77	Region04	0	0	0
77	Region05	0	0	0
77	Region06	0	0	0
77	Region07	0	0	0
77	Region08	0	0	1
77	Region09	0	0	1
77	Region10	0	0	0
77	Region11	0	0	0
77	Region12	0	0	0
77	Region13	0	0	1
77	Region14	0	0	0
77	Region15	0	0	0
77	Region16	0	0	1
78	Region01	0	0	1
78	Region02	0	0	0
78	Region03	0	0	0
78	Region04	0	1	0
78	Region05	0	1	1
78	Region06	0	0	0
78	Region07	0	2	0
78	Region08	0	0	1
78	Region09	0	1	0
78	Region10	0	0	0
78	Region11	0	0	0
78	Region12	0	0	0
78	Region13	0	0	0
78	Region14	0	0	0
78	Region15	0	0	0
78	Region16	0	0	1
79	Region01	0	2	0
79	Region02	0	0	0
79	Region03	0	0	0
79	Region04	0	0	0
79	Region05	0	1	0
79	Region06	0	0	0
79	Region07	0	1	0
79	Region08	0	0	1
79	Region09	0	1	1
79	Region10	0	0	0
79	Region11	0	1	0
79	Region12	0	0	0
79	Region13	0	0	1
79	Region14	0	0	0
79	Region15	0	0	0
79	Region16	0	1	1
80	Region01	0	0	1
80	Region02	0	0	0
80	Region03	0	0	0
80	Region04	0	0	0
80	Region05	0	1	1
80	Region06	0	0	0
80	Region07	0	0	0
80	Region08	0	0	1
80	Region09	0	0	0
80	Region10	0	0	0
80	Region11	0	0	0
80	Region12	0	0	0
80	Region13	0	0	0
80	Region14	0	0	0
80	Region15	0	0	0
80	Region16	0	0	1
81	Region01	0	0	1
81	Region02	0	0	0
81	Region03	0	0	0
81	Region04	0	0	0
81	Region05	0	0	1
81	Region06	0	0	0
81	Region07	0	0	0
81	Region08	0	0	1
81	Region09	0	0	0
81	Region10	0	0	0
81	Region11	0	0	0
81	Region12	0	0	0
81	Region13	0	0	0
81	Region14	0	0	0
81	Region15	0	1	0
81	Region16	0	0	1
82	Region01	0	0	1
82	Region02	0	0	0
82	Region03	0	0	0
82	Region04	0	0	0
82	Region05	0	1	1
82	Region06	0	0	0
82	Region07	0	0	0
82	Region08	0	0	1
82	Region09	0	0	0
82	Region10	0	0	0
82	Region11	0	0	0
82	Region12	0	0	0
82	Region13	0	0	0
82	Region14	0	0	0
82	Region15	0	0	0
82	Region16	0	0	1
