Timestep	VariableName	EntityIdx	Value	Metadata
24	Regional Deaths	Region14	0	Actor alive
24	Regional Deaths	Region15	0	Actor alive
24	Regional Deaths	Region16	0	Actor alive
24	Regional Casualties	Region01	0	Actor health
24	Regional Casualties	Region02	0	Actor health
24	Regional Casualties	Region03	0	Actor health
24	Regional Casualties	Region04	0	Actor health
24	Regional Casualties	Region05	0	Actor health
24	Regional Casualties	Region06	0	Actor health
24	Regional Casualties	Region07	0	Actor health
24	Regional Casualties	Region08	0	Actor health
24	Regional Casualties	Region09	0	Actor health
24	Regional Casualties	Region10	0	Actor health
24	Regional Casualties	Region11	0	Actor health
24	Regional Casualties	Region12	0	Actor health
24	Regional Casualties	Region13	0	Actor health
24	Regional Casualties	Region14	0	Actor health
24	Regional Casualties	Region15	0	Actor health
24	Regional Casualties	Region16	0	Actor health
24	Regional Sheltered	Region01	0	Actor location
24	Regional Sheltered	Region02	0	Actor location
24	Regional Sheltered	Region03	0	Actor location
24	Regional Sheltered	Region04	0	Actor location
24	Regional Sheltered	Region05	0	Actor location
24	Regional Sheltered	Region06	0	Actor location
24	Regional Sheltered	Region07	0	Actor location
24	Regional Sheltered	Region08	0	Actor location
24	Regional Sheltered	Region09	0	Actor location
24	Regional Sheltered	Region10	0	Actor location
24	Regional Sheltered	Region11	0	Actor location
24	Regional Sheltered	Region12	0	Actor location
24	Regional Sheltered	Region13	1	Actor location
24	Regional Sheltered	Region14	0	Actor location
24	Regional Sheltered	Region15	0	Actor location
24	Regional Sheltered	Region16	0	Actor location
25	Deaths	[Actor1-160]	0	Actor alive
25	Casualties	[Actor1-160]	0	Actor health
25	Evacuees	[Actor1-160]	17	Actor location
25	Sheltered	[Actor1-160]	1	Actor location
25	Wellbeing	[Actor1-160]	0.6928345974603807	Actor health
25	Wealth	[Actor1-160]	0.9096941926972114	Actor resources
25	Safety	[Region1-16]	0.965633784321497	Region risk
25	Prosocial	[Actor1-160]	28	Actor action
25	Antisocial	[Actor1-160]	5	Actor action
25	Regional Wellbeing	Region01	0.5494644770402468	Actor health
25	Regional Wellbeing	Region02	0.8622557185345672	Actor health
25	Regional Wellbeing	Region03	0.7999899693869957	Actor health
25	Regional Wellbeing	Region04	0.6730434697189427	Actor health
25	Regional Wellbeing	Region05	0.6196147143924121	Actor health
25	Regional Wellbeing	Region06	0.5626196853580759	Actor health
25	Regional Wellbeing	Region07	0.6875242457627204	Actor health
25	Regional Wellbeing	Region08	0.7999313054988192	Actor health
25	Regional Wellbeing	Region09	0.7132526478345478	Actor health
25	Regional Wellbeing	Region10	0.7985428285283432	Actor health
25	Regional Wellbeing	Region11	0.7729379866099582	Actor health
25	Regional Wellbeing	Region12	0.6329806814250735	Actor health
25	Regional Wellbeing	Region13	0.7242832830633222	Actor health
25	Regional Wellbeing	Region14	0.7083378001877373	Actor health
25	Regional Wellbeing	Region15	0.6198756404599728	Actor health
25	Regional Wellbeing	Region16	0.6394396762985813	Actor health
25	Regional Deaths	Region01	0	Actor alive
25	Regional Deaths	Region02	0	Actor alive
25	Regional Deaths	Region03	0	Actor alive
25	Regional Deaths	Region04	0	Actor alive
25	Regional Deaths	Region05	0	Actor alive
25	Regional Deaths	Region06	0	Actor alive
25	Regional Deaths	Region07	0	Actor alive
25	Regional Deaths	Region08	0	Actor alive
25	Regional Deaths	Region09	0	Actor alive
25	Regional Deaths	Region10	0	Actor alive
25	Regional Deaths	Region11	0	Actor alive
25	Regional Deaths	Region12	0	Actor alive
25	Regional Deaths	Region13	0	Actor alive
25	Regional Deaths	Region14	0	Actor alive
25	Regional Deaths	Region15	0	Actor alive
25	Regional Deaths	Region16	0	Actor alive
25	Regional Casualties	Region01	0	Actor health
25	Regional Casualties	Region02	0	Actor health
25	Regional Casualties	Region03	0	Actor health
25	Regional Casualties	Region04	0	Actor health
25	Regional Casualties	Region05	0	Actor health
25	Regional Casualties	Region06	0	Actor health
25	Regional Casualties	Region07	0	Actor health
25	Regional Casualties	Region08	0	Actor health
25	Regional Casualties	Region09	0	Actor health
25	Regional Casualties	Region10	0	Actor health
25	Regional Casualties	Region11	0	Actor health
25	Regional Casualties	Region12	0	Actor health
25	Regional Casualties	Region13	0	Actor health
25	Regional Casualties	Region14	0	Actor health
25	Regional Casualties	Region15	0	Actor health
25	Regional Casualties	Region16	0	Actor health
25	Regional Sheltered	Region01	0	Actor location
25	Regional Sheltered	Region02	0	Actor location
25	Regional Sheltered	Region03	0	Actor location
25	Regional Sheltered	Region04	0	Actor location
25	Regional Sheltered	Region05	0	Actor location
25	Regional Sheltered	Region06	0	Actor location
25	Regional Sheltered	Region07	0	Actor location
25	Regional Sheltered	Region08	0	Actor location
25	Regional Sheltered	Region09	0	Actor location
25	Regional Sheltered	Region10	0	Actor location
25	Regional Sheltered	Region11	0	Actor location
25	Regional Sheltered	Region12	0	Actor location
25	Regional Sheltered	Region13	1	Actor location
25	Regional Sheltered	Region14	0	Actor location
25	Regional Sheltered	Region15	0	Actor location
25	Regional Sheltered	Region16	0	Actor location
26	Deaths	[Actor1-160]	0	Actor alive
26	Casualties	[Actor1-160]	0	Actor health
26	Evacuees	[Actor1-160]	10	Actor location
26	Sheltered	[Actor1-160]	1	Actor location
26	Wellbeing	[Actor1-160]	0.6982007584762284	Actor health
26	Wealth	[Actor1-160]	0.9127475713895722	Actor resources
26	Safety	[Region1-16]	0.9761415534668498	Region risk
26	Prosocial	[Actor1-160]	16	Actor action
26	Antisocial	[Actor1-160]	6	Actor action
26	Regional Wellbeing	Region01	0.5616786862241481	Actor health
26	Regional Wellbeing	Region02	0.8906867644540736	Actor health
26	Regional Wellbeing	Region03	0.7999939816321974	Actor health
26	Regional Wellbeing	Region04	0.6758260818313656	Actor health
26	Regional Wellbeing	Region05	0.6217688286354471	Actor health
26	Regional Wellbeing	Region06	0.5975718112148456	Actor health
26	Regional Wellbeing	Region07	0.6925145474576322	Actor health
26	Regional Wellbeing	Region08	0.7999587832992915	Actor health
26	Regional Wellbeing	Region09	0.7159515887007287	Actor health
26	Regional Wellbeing	Region10	0.8071256971170058	Actor health
26	Regional Wellbeing	Region11	0.7757627919659749	Actor health
26	Regional Wellbeing	Region12	0.6357884088550442	Actor health
26	Regional Wellbeing	Region13	0.7279033031713267	Actor health
26	Regional Wellbeing	Region14	0.710716965826928	Actor health
26	Regional Wellbeing	Region15	0.6199253842759838	Actor health
26	Regional Wellbeing	Region16	0.6449971391124821	Actor health
26	Regional Deaths	Region01	0	Actor alive
26	Regional Deaths	Region02	0	Actor alive
26	Regional Deaths	Region03	0	Actor alive
26	Regional Deaths	Region04	0	Actor alive
26	Regional Deaths	Region05	0	Actor alive
26	Regional Deaths	Region06	0	Actor alive
26	Regional Deaths	Region07	0	Actor alive
26	Regional Deaths	Region08	0	Actor alive
26	Regional Deaths	Region09	0	Actor alive
26	Regional Deaths	Region10	0	Actor alive
26	Regional Deaths	Region11	0	Actor alive
26	Regional Deaths	Region12	0	Actor alive
26	Regional Deaths	Region13	0	Actor alive
26	Regional Deaths	Region14	0	Actor alive
26	Regional Deaths	Region15	0	Actor alive
26	Regional Deaths	Region16	0	Actor alive
26	Regional Casualties	Region01	0	Actor health
26	Regional Casualties	Region02	0	Actor health
26	Regional Casualties	Region03	0	Actor health
26	Regional Casualties	Region04	0	Actor health
26	Regional Casualties	Region05	0	Actor health
26	Regional Casualties	Region06	0	Actor health
26	Regional Casualties	Region07	0	Actor health
26	Regional Casualties	Region08	0	Actor health
26	Regional Casualties	Region09	0	Actor health
26	Regional Casualties	Region10	0	Actor health
26	Regional Casualties	Region11	0	Actor health
26	Regional Casualties	Region12	0	Actor health
26	Regional Casualties	Region13	0	Actor health
26	Regional Casualties	Region14	0	Actor health
26	Regional Casualties	Region15	0	Actor health
26	Regional Casualties	Region16	0	Actor health
26	Regional Sheltered	Region01	0	Actor location
26	Regional Sheltered	Region02	0	Actor location
26	Regional Sheltered	Region03	0	Actor location
26	Regional Sheltered	Region04	0	Actor location
26	Regional Sheltered	Region05	0	Actor location
26	Regional Sheltered	Region06	0	Actor location
26	Regional Sheltered	Region07	0	Actor location
26	Regional Sheltered	Region08	0	Actor location
26	Regional Sheltered	Region09	0	Actor location
26	Regional Sheltered	Region10	0	Actor location
26	Regional Sheltered	Region11	0	Actor location
26	Regional Sheltered	Region12	0	Actor location
26	Regional Sheltered	Region13	1	Actor location
26	Regional Sheltered	Region14	0	Actor location
26	Regional Sheltered	Region15	0	Actor location
26	Regional Sheltered	Region16	0	Actor location
27	Deaths	[Actor1-160]	0	Actor alive
27	Casualties	[Actor1-160]	0	Actor health
27	Evacuees	[Actor1-160]	6	Actor location
27	Sheltered	[Actor1-160]	0	Actor location
27	Wellbeing	[Actor1-160]	0.7014204550857366	Actor health
27	Wealth	[Actor1-160]	0.9146070974642484	Actor resources
27	Safety	[Region1-16]	0.982403506357354	Region risk
27	Prosocial	[Actor1-160]	13	Actor action
27	Antisocial	[Actor1-160]	7	Actor action
27	Regional Wellbeing	Region01	0.5690072117344889	Actor health
27	Regional Wellbeing	Region02	0.9077453920057774	Actor health
27	Regional Wellbeing	Region03	0.7999963889793185	Actor health
27	Regional Wellbeing	Region04	0.6774956490988194	Actor health
27	Regional Wellbeing	Region05	0.6230612971812683	Actor health
27	Regional Wellbeing	Region06	0.6185430867289073	Actor health
27	Regional Wellbeing	Region07	0.6955087284745793	Actor health
27	Regional Wellbeing	Region08	0.7999752699795749	Actor health
27	Regional Wellbeing	Region09	0.7175709532204373	Actor health
27	Regional Wellbeing	Region10	0.8122754182702036	Actor health
27	Regional Wellbeing	Region11	0.7774576751795849	Actor health
27	Regional Wellbeing	Region12	0.6374730453130265	Actor health
27	Regional Wellbeing	Region13	0.7300753152361293	Actor health
27	Regional Wellbeing	Region14	0.7121444652104424	Actor health
27	Regional Wellbeing	Region15	0.6199552305655901	Actor health
27	Regional Wellbeing	Region16	0.6483316168008225	Actor health
27	Regional Deaths	Region01	0	Actor alive
27	Regional Deaths	Region02	0	Actor alive
27	Regional Deaths	Region03	0	Actor alive
27	Regional Deaths	Region04	0	Actor alive
27	Regional Deaths	Region05	0	Actor alive
27	Regional Deaths	Region06	0	Actor alive
27	Regional Deaths	Region07	0	Actor alive
27	Regional Deaths	Region08	0	Actor alive
27	Regional Deaths	Region09	0	Actor alive
27	Regional Deaths	Region10	0	Actor alive
27	Regional Deaths	Region11	0	Actor alive
27	Regional Deaths	Region12	0	Actor alive
27	Regional Deaths	Region13	0	Actor alive
27	Regional Deaths	Region14	0	Actor alive
27	Regional Deaths	Region15	0	Actor alive
27	Regional Deaths	Region16	0	Actor alive
27	Regional Casualties	Region01	0	Actor health
27	Regional Casualties	Region02	0	Actor health
27	Regional Casualties	Region03	0	Actor health
27	Regional Casualties	Region04	0	Actor health
27	Regional Casualties	Region05	0	Actor health
27	Regional Casualties	Region06	0	Actor health
27	Regional Casualties	Region07	0	Actor health
27	Regional Casualties	Region08	0	Actor health
27	Regional Casualties	Region09	0	Actor health
27	Regional Casualties	Region10	0	Actor health
27	Regional Casualties	Region11	0	Actor health
27	Regional Casualties	Region12	0	Actor health
27	Regional Casualties	Region13	0	Actor health
27	Regional Casualties	Region14	0	Actor health
27	Regional Casualties	Region15	0	Actor health
27	Regional Casualties	Region16	0	Actor health
27	Regional Sheltered	Region01	0	Actor location
27	Regional Sheltered	Region02	0	Actor location
27	Regional Sheltered	Region03	0	Actor location
27	Regional Sheltered	Region04	0	Actor location
27	Regional Sheltered	Region05	0	Actor location
27	Regional Sheltered	Region06	0	Actor location
27	Regional Sheltered	Region07	0	Actor location
27	Regional Sheltered	Region08	0	Actor location
27	Regional Sheltered	Region09	0	Actor location
27	Regional Sheltered	Region10	0	Actor location
27	Regional Sheltered	Region11	0	Actor location
27	Regional Sheltered	Region12	0	Actor location
27	Regional Sheltered	Region13	0	Actor location
27	Regional Sheltered	Region14	0	Actor location
27	Regional Sheltered	Region15	0	Actor location
27	Regional Sheltered	Region16	0	Actor location
28	Deaths	[Actor1-160]	0	Actor alive
28	Casualties	[Actor1-160]	0	Actor health
28	Evacuees	[Actor1-160]	0	Actor location
28	Sheltered	[Actor1-160]	0	Actor location
28	Wellbeing	[Actor1-160]	0.7033522730514417	Actor health
28	Wealth	[Actor1-160]	0.9157943375594702	Actor resources
28	Safety	[Region1-16]	0.9872712512042151	Region risk
28	Prosocial	[Actor1-160]	10	Actor action
28	Antisocial	[Actor1-160]	8	Actor action
28	Regional Wellbeing	Region01	0.5734043270406933	Actor health
28	Regional Wellbeing	Region02	0.9179805685367998	Actor health
28	Regional Wellbeing	Region03	0.799997833387591	Actor health
28	Regional Wellbeing	Region04	0.6784973894592916	Actor health
28	Regional Wellbeing	Region05	0.6238367783087609	Actor health
28	Regional Wellbeing	Region06	0.6311258520373444	Actor health
28	Regional Wellbeing	Region07	0.6973052370847477	Actor health
28	Regional Wellbeing	Region08	0.7999851619877449	Actor health
28	Regional Wellbeing	Region09	0.7185425719322625	Actor health
28	Regional Wellbeing	Region10	0.8153652509621221	Actor health
28	Regional Wellbeing	Region11	0.7784746051077509	Actor health
28	Regional Wellbeing	Region12	0.6384838271878158	Actor health
28	Regional Wellbeing	Region13	0.731378522475011	Actor health
28	Regional Wellbeing	Region14	0.7130009648405513	Actor health
28	Regional Wellbeing	Region15	0.6199731383393542	Actor health
28	Regional Wellbeing	Region16	0.6503323034138269	Actor health
28	Regional Deaths	Region01	0	Actor alive
28	Regional Deaths	Region02	0	Actor alive
28	Regional Deaths	Region03	0	Actor alive
28	Regional Deaths	Region04	0	Actor alive
28	Regional Deaths	Region05	0	Actor alive
28	Regional Deaths	Region06	0	Actor alive
28	Regional Deaths	Region07	0	Actor alive
28	Regional Deaths	Region08	0	Actor alive
28	Regional Deaths	Region09	0	Actor alive
28	Regional Deaths	Region10	0	Actor alive
28	Regional Deaths	Region11	0	Actor alive
28	Regional Deaths	Region12	0	Actor alive
28	Regional Deaths	Region13	0	Actor alive
28	Regional Deaths	Region14	0	Actor alive
28	Regional Deaths	Region15	0	Actor alive
28	Regional Deaths	Region16	0	Actor alive
28	Regional Casualties	Region01	0	Actor health
28	Regional Casualties	Region02	0	Actor health
28	Regional Casualties	Region03	0	Actor health
28	Regional Casualties	Region04	0	Actor health
28	Regional Casualties	Region05	0	Actor health
28	Regional Casualties	Region06	0	Actor health
28	Regional Casualties	Region07	0	Actor health
28	Regional Casualties	Region08	0	Actor health
28	Regional Casualties	Region09	0	Actor health
28	Regional Casualties	Region10	0	Actor health
28	Regional Casualties	Region11	0	Actor health
28	Regional Casualties	Region12	0	Actor health
28	Regional Casualties	Region13	0	Actor health
28	Regional Casualties	Region14	0	Actor health
28	Regional Casualties	Region15	0	Actor health
28	Regional Casualties	Region16	0	Actor health
28	Regional Sheltered	Region01	0	Actor location
28	Regional Sheltered	Region02	0	Actor location
28	Regional Sheltered	Region03	0	Actor location
28	Regional Sheltered	Region04	0	Actor location
28	Regional Sheltered	Region05	0	Actor location
28	Regional Sheltered	Region06	0	Actor location
28	Regional Sheltered	Region07	0	Actor location
28	Regional Sheltered	Region08	0	Actor location
28	Regional Sheltered	Region09	0	Actor location
28	Regional Sheltered	Region10	0	Actor location
28	Regional Sheltered	Region11	0	Actor location
28	Regional Sheltered	Region12	0	Actor location
28	Regional Sheltered	Region13	0	Actor location
28	Regional Sheltered	Region14	0	Actor location
28	Regional Sheltered	Region15	0	Actor location
28	Regional Sheltered	Region16	0	Actor location
29	Deaths	[Actor1-160]	0	Actor alive
29	Casualties	[Actor1-160]	0	Actor health
29	Evacuees	[Actor1-160]	0	Actor location
29	Sheltered	[Actor1-160]	0	Actor location
29	Wellbeing	[Actor1-160]	0.7045113638308647	Actor health
29	Wealth	[Actor1-160]	0.9165683272082168	Actor resources
29	Safety	[Region1-16]	0.990534790875902	Region risk
29	Prosocial	[Actor1-160]	11	Actor action
29	Antisocial	[Actor1-160]	9	Actor action
29	Regional Wellbeing	Region01	0.576042596224416	Actor health
29	Regional Wellbeing	Region02	0.9241216744554133	Actor health
29	Regional Wellbeing	Region03	0.7999987000325546	Actor health
29	Regional Wellbeing	Region04	0.679098433675575	Actor health
29	Regional Wellbeing	Region05	0.6243020669852565	Actor health
29	Regional Wellbeing	Region06	0.6386755112224066	Actor health
29	Regional Wellbeing	Region07	0.6983831422508485	Actor health
29	Regional Wellbeing	Region08	0.799991097192647	Actor health
29	Regional Wellbeing	Region09	0.7191255431593575	Actor health
29	Regional Wellbeing	Region10	0.8172191505772733	Actor health
29	Regional Wellbeing	Region11	0.7790847630646506	Actor health
29	Regional Wellbeing	Region12	0.6390902963126897	Actor health
29	Regional Wellbeing	Region13	0.7321604468183399	Actor health
29	Regional Wellbeing	Region14	0.7135148646186165	Actor health
29	Regional Wellbeing	Region15	0.6199838830036125	Actor health
29	Regional Wellbeing	Region16	0.6515327153816296	Actor health
29	Regional Deaths	Region01	0	Actor alive
29	Regional Deaths	Region02	0	Actor alive
29	Regional Deaths	Region03	0	Actor alive
29	Regional Deaths	Region04	0	Actor alive
29	Regional Deaths	Region05	0	Actor alive
29	Regional Deaths	Region06	0	Actor alive
29	Regional Deaths	Region07	0	Actor alive
29	Regional Deaths	Region08	0	Actor alive
29	Regional Deaths	Region09	0	Actor alive
29	Regional Deaths	Region10	0	Actor alive
29	Regional Deaths	Region11	0	Actor alive
29	Regional Deaths	Region12	0	Actor alive
29	Regional Deaths	Region13	0	Actor alive
29	Regional Deaths	Region14	0	Actor alive
29	Regional Deaths	Region15	0	Actor alive
29	Regional Deaths	Region16	0	Actor alive
29	Regional Casualties	Region01	0	Actor health
29	Regional Casualties	Region02	0	Actor health
29	Regional Casualties	Region03	0	Actor health
29	Regional Casualties	Region04	0	Actor health
29	Regional Casualties	Region05	0	Actor health
29	Regional Casualties	Region06	0	Actor health
29	Regional Casualties	Region07	0	Actor health
29	Regional Casualties	Region08	0	Actor health
29	Regional Casualties	Region09	0	Actor health
29	Regional Casualties	Region10	0	Actor health
29	Regional Casualties	Region11	0	Actor health
29	Regional Casualties	Region12	0	Actor health
29	Regional Casualties	Region13	0	Actor health
29	Regional Casualties	Region14	0	Actor health
29	Regional Casualties	Region15	0	Actor health
29	Regional Casualties	Region16	0	Actor health
29	Regional Sheltered	Region01	0	Actor location
29	Regional Sheltered	Region02	0	Actor location
29	Regional Sheltered	Region03	0	Actor location
29	Regional Sheltered	Region04	0	Actor location
29	Regional Sheltered	Region05	0	Actor location
29	Regional Sheltered	Region06	0	Actor location
29	Regional Sheltered	Region07	0	Actor location
29	Regional Sheltered	Region08	0	Actor location
29	Regional Sheltered	Region09	0	Actor location
29	Regional Sheltered	Region10	0	Actor location
29	Regional Sheltered	Region11	0	Actor location
29	Regional Sheltered	Region12	0	Actor location
29	Regional Sheltered	Region13	0	Actor location
29	Regional Sheltered	Region14	0	Actor location
29	Regional Sheltered	Region15	0	Actor location
29	Regional Sheltered	Region16	0	Actor location
30	Deaths	[Actor1-160]	0	Actor alive
30	Casualties	[Actor1-160]	0	Actor health
30	Evacuees	[Actor1-160]	0	Actor location
30	Sheltered	[Actor1-160]	0	Actor location
30	Wellbeing	[Actor1-160]	0.7052068182985185	Actor health
30	Wealth	[Actor1-160]	0.9171065853937262	Actor resources
30	Safety	[Region1-16]	0.992712248004381	Region risk
30	Prosocial	[Actor1-160]	5	Actor action
30	Antisocial	[Actor1-160]	9	Actor action
30	Regional Wellbeing	Region01	0.5776255577346496	Actor health
30	Regional Wellbeing	Region02	0.9278063380065812	Actor health
30	Regional Wellbeing	Region03	0.7999992200195327	Actor health
30	Regional Wellbeing	Region04	0.679459060205345	Actor health
30	Regional Wellbeing	Region05	0.6245812401911539	Actor health
30	Regional Wellbeing	Region06	0.643205306733444	Actor health
30	Regional Wellbeing	Region07	0.6990298853505091	Actor health
30	Regional Wellbeing	Region08	0.7999946583155882	Actor health
30	Regional Wellbeing	Region09	0.7194753258956145	Actor health
30	Regional Wellbeing	Region10	0.8183314903463639	Actor health
30	Regional Wellbeing	Region11	0.7794508578387903	Actor health
30	Regional Wellbeing	Region12	0.6394541777876137	Actor health
30	Regional Wellbeing	Region13	0.7326296014243373	Actor health
30	Regional Wellbeing	Region14	0.7138232044854556	Actor health
30	Regional Wellbeing	Region15	0.6199903298021674	Actor health
30	Regional Wellbeing	Region16	0.6522529625623111	Actor health
30	Regional Deaths	Region01	0	Actor alive
30	Regional Deaths	Region02	0	Actor alive
30	Regional Deaths	Region03	0	Actor alive
30	Regional Deaths	Region04	0	Actor alive
30	Regional Deaths	Region05	0	Actor alive
30	Regional Deaths	Region06	0	Actor alive
30	Regional Deaths	Region07	0	Actor alive
30	Regional Deaths	Region08	0	Actor alive
30	Regional Deaths	Region09	0	Actor alive
30	Regional Deaths	Region10	0	Actor alive
30	Regional Deaths	Region11	0	Actor alive
30	Regional Deaths	Region12	0	Actor alive
30	Regional Deaths	Region13	0	Actor alive
30	Regional Deaths	Region14	0	Actor alive
30	Regional Deaths	Region15	0	Actor alive
30	Regional Deaths	Region16	0	Actor alive
30	Regional Casualties	Region01	0	Actor health
30	Regional Casualties	Region02	0	Actor health
30	Regional Casualties	Region03	0	Actor health
30	Regional Casualties	Region04	0	Actor health
30	Regional Casualties	Region05	0	Actor health
30	Regional Casualties	Region06	0	Actor health
30	Regional Casualties	Region07	0	Actor health
30	Regional Casualties	Region08	0	Actor health
30	Regional Casualties	Region09	0	Actor health
30	Regional Casualties	Region10	0	Actor health
30	Regional Casualties	Region11	0	Actor health
30	Regional Casualties	Region12	0	Actor health
30	Regional Casualties	Region13	0	Actor health
30	Regional Casualties	Region14	0	Actor health
30	Regional Casualties	Region15	0	Actor health
30	Regional Casualties	Region16	0	Actor health
30	Regional Sheltered	Region01	0	Actor location
30	Regional Sheltered	Region02	0	Actor location
30	Regional Sheltered	Region03	0	Actor location
30	Regional Sheltered	Region04	0	Actor location
30	Regional Sheltered	Region05	0	Actor location
30	Regional Sheltered	Region06	0	Actor location
30	Regional Sheltered	Region07	0	Actor location
30	Regional Sheltered	Region08	0	Actor location
30	Regional Sheltered	Region09	0	Actor location
30	Regional Sheltered	Region10	0	Actor location
30	Regional Sheltered	Region11	0	Actor location
30	Regional Sheltered	Region12	0	Actor location
30	Regional Sheltered	Region13	0	Actor location
30	Regional Sheltered	Region14	0	Actor location
30	Regional Sheltered	Region15	0	Actor location
30	Regional Sheltered	Region16	0	Actor location
31	Deaths	[Actor1-160]	0	Actor alive
31	Casualties	[Actor1-160]	0	Actor health
31	Evacuees	[Actor1-160]	0	Actor location
31	Sheltered	[Actor1-160]	0	Actor location
31	Wellbeing	[Actor1-160]	0.6811240909791112	Actor health
31	Wealth	[Actor1-160]	0.9174473548784572	Actor resources
31	Safety	[Region1-16]	0.48012026039518163	Region risk
31	Prosocial	[Actor1-160]	7	Actor action
31	Antisocial	[Actor1-160]	9	Actor action
31	Regional Wellbeing	Region01	0.5625753346407898	Actor health
31	Regional Wellbeing	Region02	0.8633504694706154	Actor health
31	Regional Wellbeing	Region03	0.7999995320117197	Actor health
31	Regional Wellbeing	Region04	0.6796754361232069	Actor health
31	Regional Wellbeing	Region05	0.5897487441146924	Actor health
31	Regional Wellbeing	Region06	0.6459231840400663	Actor health
31	Regional Wellbeing	Region07	0.5874179312103054	Actor health
31	Regional Wellbeing	Region08	0.7999967949893528	Actor health
31	Regional Wellbeing	Region09	0.5276851955373687	Actor health
31	Regional Wellbeing	Region10	0.7869988942078184	Actor health
31	Regional Wellbeing	Region11	0.7796705147032742	Actor health
31	Regional Wellbeing	Region12	0.6396725066725681	Actor health
31	Regional Wellbeing	Region13	0.6995777608546022	Actor health
31	Regional Wellbeing	Region14	0.714008208405559	Actor health
31	Regional Wellbeing	Region15	0.6199941978813005	Actor health
31	Regional Wellbeing	Region16	0.6526851108707201	Actor health
31	Regional Deaths	Region01	0	Actor alive
31	Regional Deaths	Region02	0	Actor alive
31	Regional Deaths	Region03	0	Actor alive
31	Regional Deaths	Region04	0	Actor alive
31	Regional Deaths	Region05	0	Actor alive
31	Regional Deaths	Region06	0	Actor alive
31	Regional Deaths	Region07	0	Actor alive
31	Regional Deaths	Region08	0	Actor alive
31	Regional Deaths	Region09	0	Actor alive
31	Regional Deaths	Region10	0	Actor alive
31	Regional Deaths	Region11	0	Actor alive
31	Regional Deaths	Region12	0	Actor alive
31	Regional Deaths	Region13	0	Actor alive
31	Regional Deaths	Region14	0	Actor alive
31	Regional Deaths	Region15	0	Actor alive
31	Regional Deaths	Region16	0	Actor alive
31	Regional Casualties	Region01	0	Actor health
31	Regional Casualties	Region02	0	Actor health
31	Regional Casualties	Region03	0	Actor health
31	Regional Casualties	Region04	0	Actor health
31	Regional Casualties	Region05	0	Actor health
31	Regional Casualties	Region06	0	Actor health
31	Regional Casualties	Region07	0	Actor health
31	Regional Casualties	Region08	0	Actor health
31	Regional Casualties	Region09	0	Actor health
31	Regional Casualties	Region10	0	Actor health
31	Regional Casualties	Region11	0	Actor health
31	Regional Casualties	Region12	0	Actor health
31	Regional Casualties	Region13	0	Actor health
31	Regional Casualties	Region14	0	Actor health
31	Regional Casualties	Region15	0	Actor health
31	Regional Casualties	Region16	0	Actor health
31	Regional Sheltered	Region01	0	Actor location
31	Regional Sheltered	Region02	0	Actor location
31	Regional Sheltered	Region03	0	Actor location
31	Regional Sheltered	Region04	0	Actor location
31	Regional Sheltered	Region05	0	Actor location
31	Regional Sheltered	Region06	0	Actor location
31	Regional Sheltered	Region07	0	Actor location
31	Regional Sheltered	Region08	0	Actor location
31	Regional Sheltered	Region09	0	Actor location
31	Regional Sheltered	Region10	0	Actor location
31	Regional Sheltered	Region11	0	Actor location
31	Regional Sheltered	Region12	0	Actor location
31	Regional Sheltered	Region13	0	Actor location
31	Regional Sheltered	Region14	0	Actor location
31	Regional Sheltered	Region15	0	Actor location
31	Regional Sheltered	Region16	0	Actor location
32	Deaths	[Actor1-160]	0	Actor alive
32	Casualties	[Actor1-160]	4	Actor health
32	Evacuees	[Actor1-160]	36	Actor location
32	Sheltered	[Actor1-160]	1	Actor location
32	Wellbeing	[Actor1-160]	0.6161744545874666	Actor health
32	Wealth	[Actor1-160]	0.8373518059390441	Actor resources
32	Safety	[Region1-16]	0.3049438305660373	Region risk
32	Prosocial	[Actor1-160]	40	Actor action
32	Antisocial	[Actor1-160]	4	Actor action
32	Regional Wellbeing	Region01	0.43354520078447384	Actor health
32	Regional Wellbeing	Region02	0.8246769483490359	Actor health
32	Regional Wellbeing	Region03	0.7999997192070318	Actor health
32	Regional Wellbeing	Region04	0.6104719283405908	Actor health
32	Regional Wellbeing	Region05	0.4838492464688154	Actor health
32	Regional Wellbeing	Region06	0.5075539104240399	Actor health
32	Regional Wellbeing	Region07	0.5204507587261833	Actor health
32	Regional Wellbeing	Region08	0.7709071679027026	Actor health
32	Regional Wellbeing	Region09	0.47661111732242123	Actor health
32	Regional Wellbeing	Region10	0.6001993365246909	Actor health
32	Regional Wellbeing	Region11	0.7318023088219645	Actor health
32	Regional Wellbeing	Region12	0.575803504003541	Actor health
32	Regional Wellbeing	Region13	0.6530799898460948	Actor health
32	Regional Wellbeing	Region14	0.6798334964719068	Actor health
32	Regional Wellbeing	Region15	0.5959965187287802	Actor health
32	Regional Wellbeing	Region16	0.6316110665224319	Actor health
32	Regional Deaths	Region01	0	Actor alive
32	Regional Deaths	Region02	0	Actor alive
32	Regional Deaths	Region03	0	Actor alive
32	Regional Deaths	Region04	0	Actor alive
32	Regional Deaths	Region05	0	Actor alive
32	Regional Deaths	Region06	0	Actor alive
32	Regional Deaths	Region07	0	Actor alive
32	Regional Deaths	Region08	0	Actor alive
32	Regional Deaths	Region09	0	Actor alive
32	Regional Deaths	Region10	0	Actor alive
32	Regional Deaths	Region11	0	Actor alive
