Timestep	RelationshipType	Directed	FromEntityId	ToEntityId	Data	Notes
	neighbor	yes	Actor0039	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0039	Region16	
	neighbor	yes	Actor0039	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0039	Region16	
	neighbor	yes	Actor0039	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0039	Region16	
	neighbor	yes	Actor0039	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0039	Region16	
	neighbor	yes	Actor0039	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0039	Region16	
	neighbor	yes	Actor0039	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0039	Region16	
	neighbor	yes	Actor0039	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0039	Region16	
	neighbor	yes	Actor0041	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0041	Region16	
	neighbor	yes	Actor0041	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0041	Region16	
	neighbor	yes	Actor0073	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0073	Region16	
	neighbor	yes	Actor0073	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0073	Region16	
	neighbor	yes	Actor0100	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0100	Region16	
	neighbor	yes	Actor0100	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0100	Region16	
	neighbor	yes	Actor0112	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0112	Region16	
	neighbor	yes	Actor0112	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0112	Region16	
	neighbor	yes	Actor0113	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0113	Region16	
	neighbor	yes	Actor0113	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0113	Region16	
	neighbor	yes	Actor0115	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0115	Region16	
	neighbor	yes	Actor0115	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0115	Region16	
	neighbor	yes	Actor0116	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0116	Region16	
	neighbor	yes	Actor0116	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0116	Region16	
	neighbor	yes	Actor0122	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0122	Region16	
	neighbor	yes	Actor0122	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0122	Region16	
	neighbor	yes	Actor0144	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0144	Region16	
	neighbor	yes	Actor0144	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0144	Region16	
	neighbor	yes	Actor0146	Actor0155	Region16	
	neighbor	yes	Actor0155	Actor0146	Region16	
	neighbor	yes	Actor0146	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0146	Region16	
	neighbor	yes	Actor0155	Actor0159	Region16	
	neighbor	yes	Actor0159	Actor0155	Region16	
	neighbor	yes	Actor0020	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0020	Region05	
	neighbor	yes	Actor0020	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0020	Region05	
	neighbor	yes	Actor0022	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0022	Region05	
	neighbor	yes	Actor0022	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0022	Region05	
	neighbor	yes	Actor0042	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0042	Region05	
	neighbor	yes	Actor0042	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0042	Region05	
	neighbor	yes	Actor0049	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0049	Region05	
	neighbor	yes	Actor0049	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0049	Region05	
	neighbor	yes	Actor0054	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0054	Region05	
	neighbor	yes	Actor0054	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0054	Region05	
	neighbor	yes	Actor0057	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0057	Region05	
	neighbor	yes	Actor0057	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0057	Region05	
	neighbor	yes	Actor0059	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0059	Region05	
	neighbor	yes	Actor0059	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0059	Region05	
	neighbor	yes	Actor0060	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0060	Region05	
	neighbor	yes	Actor0060	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0060	Region05	
	neighbor	yes	Actor0066	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0066	Region05	
	neighbor	yes	Actor0066	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0066	Region05	
	neighbor	yes	Actor0078	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0078	Region05	
	neighbor	yes	Actor0078	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0078	Region05	
	neighbor	yes	Actor0085	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0085	Region05	
	neighbor	yes	Actor0085	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0085	Region05	
	neighbor	yes	Actor0088	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0088	Region05	
	neighbor	yes	Actor0088	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0088	Region05	
	neighbor	yes	Actor0107	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0107	Region05	
	neighbor	yes	Actor0107	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0107	Region05	
	neighbor	yes	Actor0108	Actor0111	Region05	
	neighbor	yes	Actor0111	Actor0108	Region05	
	neighbor	yes	Actor0108	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0108	Region05	
	neighbor	yes	Actor0111	Actor0158	Region05	
	neighbor	yes	Actor0158	Actor0111	Region05	
	neighbor	yes	Actor0023	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0023	Region10	
	neighbor	yes	Actor0023	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0023	Region10	
	neighbor	yes	Actor0067	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0067	Region10	
	neighbor	yes	Actor0067	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0067	Region10	
	neighbor	yes	Actor0091	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0091	Region10	
	neighbor	yes	Actor0091	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0091	Region10	
	neighbor	yes	Actor0095	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0095	Region10	
	neighbor	yes	Actor0095	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0095	Region10	
	neighbor	yes	Actor0104	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0104	Region10	
	neighbor	yes	Actor0104	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0104	Region10	
	neighbor	yes	Actor0119	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0119	Region10	
	neighbor	yes	Actor0119	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0119	Region10	
	neighbor	yes	Actor0127	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0127	Region10	
	neighbor	yes	Actor0127	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0127	Region10	
	neighbor	yes	Actor0137	Actor0149	Region10	
	neighbor	yes	Actor0149	Actor0137	Region10	
	neighbor	yes	Actor0137	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0137	Region10	
	neighbor	yes	Actor0149	Actor0152	Region10	
	neighbor	yes	Actor0152	Actor0149	Region10	
	neighbor	yes	Actor0025	Actor0037	Region09	
	neighbor	yes	Actor0037	Actor0025	Region09	
	neighbor	yes	Actor0025	Actor0050	Region09	
	neighbor	yes	Actor0050	Actor0025	Region09	
	neighbor	yes	Actor0025	Actor0130	Region09	
	neighbor	yes	Actor0130	Actor0025	Region09	
	neighbor	yes	Actor0025	Actor0138	Region09	
	neighbor	yes	Actor0138	Actor0025	Region09	
	neighbor	yes	Actor0037	Actor0050	Region09	
	neighbor	yes	Actor0050	Actor0037	Region09	
	neighbor	yes	Actor0037	Actor0130	Region09	
	neighbor	yes	Actor0130	Actor0037	Region09	
	neighbor	yes	Actor0037	Actor0138	Region09	
	neighbor	yes	Actor0138	Actor0037	Region09	
	neighbor	yes	Actor0050	Actor0130	Region09	
	neighbor	yes	Actor0130	Actor0050	Region09	
	neighbor	yes	Actor0050	Actor0138	Region09	
	neighbor	yes	Actor0138	Actor0050	Region09	
	neighbor	yes	Actor0130	Actor0138	Region09	
	neighbor	yes	Actor0138	Actor0130	Region09	
	neighbor	yes	Actor0033	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0068	Region01	
	neighbor	yes	Actor0068	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0072	Region01	
	neighbor	yes	Actor0072	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0074	Region01	
	neighbor	yes	Actor0074	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0080	Region01	
	neighbor	yes	Actor0080	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0101	Region01	
	neighbor	yes	Actor0101	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0118	Region01	
	neighbor	yes	Actor0118	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0131	Region01	
	neighbor	yes	Actor0131	Actor0033	Region01	
	neighbor	yes	Actor0033	Actor0134	Region01	
	neighbor	yes	Actor0134	Actor0033	Region01	
	neighbor	yes	Actor0061	Actor0068	Region01	
	neighbor	yes	Actor0068	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0072	Region01	
	neighbor	yes	Actor0072	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0074	Region01	
	neighbor	yes	Actor0074	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0080	Region01	
	neighbor	yes	Actor0080	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0101	Region01	
	neighbor	yes	Actor0101	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0118	Region01	
	neighbor	yes	Actor0118	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0131	Region01	
	neighbor	yes	Actor0131	Actor0061	Region01	
	neighbor	yes	Actor0061	Actor0134	Region01	
	neighbor	yes	Actor0134	Actor0061	Region01	
	neighbor	yes	Actor0068	Actor0072	Region01	
	neighbor	yes	Actor0072	Actor0068	Region01	
	neighbor	yes	Actor0068	Actor0074	Region01	
	neighbor	yes	Actor0074	Actor0068	Region01	
	neighbor	yes	Actor0068	Actor0080	Region01	
	neighbor	yes	Actor0080	Actor0068	Region01	
	neighbor	yes	Actor0068	Actor0101	Region01	
