Name	LongName	Values	VarType	DataType	Notes
TA2A 572 Wealth	TA2A 572 Wealth	[1-7]	dynamic	Integer	Q3
TA2A 572 Shelter Condition	TA2A 572 Shelter Condition	[1-7]	dynamic	Integer	Q4
