Name	LongName	Values	VarType	DataType	Notes
TA2A 532 Evacuation Incentives	TA2A 532 Evacuation Incentives	[0+]	dynamic	Integer	
TA2A 532 Sheltered	TA2A 532 Sheltered	[1-7]	dynamic	Integer	
